,id,Artist(s),Title,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,BMP,Time_Signature,Valence
84,37mbA1RwYja7WFaIOzSczX,NIKI,You'll Be In My Heart - Spotify Singles,0.0572,0.487,241776,0.611,0.00104,9,0.125,-8.757,1,0.0389,187.56,4,0.621
85,5qizUaJepbFJ5qGZyuyQim,Josef Salvat,Diamonds,0.349,0.489,247200,0.368,0.00071,11,0.11,-8.359,0,0.043,82.462,4,0.245
86,5gAYEvsJZ7nFC220oB5DAv,Kate McGill,Wouldn't It Be Nice,0.7,0.656,152181,0.261,0.0,7,0.119,-11.743,0,0.0346,82.593,3,0.273
87,4BAlcJ34coNhGeUNfR2qop,Sara Kays,Fireflies,0.824,0.363,185714,0.61,1.34e-05,4,0.145,-6.935,1,0.0493,81.392,4,0.503
88,7aW7NJWNPSNOMGRUCmIody,Thunder Jackson,Take On Me,0.348,0.663,146533,0.532,0.000519,7,0.0946,-5.325,1,0.0367,125.009,4,0.277
89,2Wv0DfptASwsdOVKtyLJua,why mona,Kiss Me,0.185,0.443,148514,0.501,0.0,0,0.142,-8.513,0,0.041,101.385,4,0.149
0,7tY1VsxEz6OGN3FkUMN2MU,Modern Space,High by the Beach,0.0496,0.661,217812,0.764,0.0,1,0.635,-5.353,1,0.0473,138.023,4,0.822
1,5cnPBp42sCF1GrN0GsPhQM,Jenny Owen Youngs,Hot In Herre,0.582,0.623,256120,0.554,1.45e-06,7,0.0725,-7.441,1,0.0252,87.973,4,0.749
2,4eTnFWS7Bi5ds9SVTxakAJ,SOAK,Immigrant Song,0.624,0.214,140358,0.452,0.00905,4,0.105,-11.429,1,0.0468,199.785,4,0.0385
3,0uuv52czua1tFbkUtreOrM,"Wrongchilde,Morgan Kibby",Love Is a Battlefield (feat. Morgan Kibby),0.0888,0.476,253880,0.536,0.000244,2,0.128,-6.925,0,0.0315,115.061,4,0.089
4,2oxMa9gOociOuL8Dl3ba90,Branches,Somebody to Love,0.00582,0.584,222500,0.428,0.0,4,0.0707,-8.075,1,0.0275,127.097,4,0.211
5,2G2WlObIWQarFpjFISSxMX,High Highs,A Real Hero,0.0656,0.475,197326,0.915,0.805,5,0.0845,-6.55,1,0.058,127.974,4,0.465
6,3fNuoybebaufvtFBo5TDWO,Florence + The Machine,Addicted To Love,0.0767,0.548,199386,0.716,1.66e-06,2,0.0873,-5.756,1,0.0706,110.085,4,0.356
7,27H7ftAZmkbROLZuqHZ4QD,Cœur De Pirate,Last Kiss,0.854,0.61,218133,0.437,0.602,7,0.0914,-8.379,1,0.0242,106.004,4,0.171
8,2NAI2RvsLSELvMnl2aiwsf,Nouela,Black Hole Sun,0.952,0.354,275966,0.105,2.84e-05,6,0.0838,-14.765,0,0.0458,85.159,4,0.0724
9,4VX5UChOvUZunwat3obe6t,Colouring,I Heard It Through The Grapevine,0.363,0.314,229746,0.601,0.0025,11,0.147,-7.766,0,0.0417,159.833,4,0.174
10,6be7ayAisA8dldqvjrAgBn,VÉRITÉ,Sober,0.351,0.608,235939,0.587,0.0326,0,0.162,-8.234,1,0.0843,89.976,4,0.552
11,3fc83acpdWrjLYE3wYgpHO,Gallant,Learn To Fly,0.789,0.363,163250,0.358,0.000175,1,0.116,-11.055,0,0.0415,124.041,4,0.176
12,6lctV3jrO0GLxXZtZIekzh,Devon Baldwin,Ring of Fire,0.561,0.35,169670,0.448,0.00159,4,0.101,-11.108,0,0.0464,108.215,4,0.205
13,3wAW1vIrWxUmJajU9tl0AP,Local Natives,Ultralight Beam,0.94,0.469,175629,0.0994,0.0,3,0.0764,-12.503,1,0.0538,73.581,3,0.209
14,5GAUvLFIl3Dn4AaPOTkxIx,Lynn Olsen,Are You That Somebody,0.619,0.562,219030,0.382,0.000136,2,0.0892,-11.197,0,0.0619,127.225,4,0.04
15,28GvsSMbKm5zmaB6j7DJII,SOAK,Digital Witness,0.812,0.542,200809,0.436,0.0,5,0.0933,-9.412,1,0.0305,113.978,4,0.234
16,5mOmBubZnYIy9EgMZFlDlZ,AWOLNATION,I'm On Fire - From Fifty Shades Of Grey Soundtrack,0.795,0.438,154360,0.379,0.922,9,0.119,-13.802,1,0.0293,159.064,4,0.165
17,1JPgqiQrBREyuJTnbL7ON0,The Bros. Landreth,How Deep is Your Love,0.8,0.858,248590,0.16,6.08e-06,7,0.0901,-12.982,0,0.0532,110.078,4,0.574
18,3s5HZY2OntlppCPeWQfzp0,Hannah Peel,Tainted Love,0.945,0.681,149250,0.213,6.92e-06,5,0.323,-11.954,1,0.0512,120.818,4,0.458
19,2u6IAPdDmvp3RPbrGdDX8U,Chet Faker,No Diggity,0.68,0.574,221533,0.765,0.00105,2,0.116,-4.797,0,0.227,160.071,4,0.471
20,4YTNDJoBIWs9MewmZ8l9JE,Cassandra Jenkins,Wild World,0.238,0.499,231517,0.304,0.00102,2,0.162,-12.136,1,0.0334,119.452,4,0.141
21,7bBeoRnZCjrCvyaXadbDnJ,Masquer,"Bills, Bills, Bills",0.207,0.525,249866,0.703,8.34e-06,2,0.128,-4.288,0,0.0371,96.096,4,0.225
22,6OwDUCgzQOIVcjHA5PBb15,MØ,Say You'll Be There,0.626,0.635,233413,0.467,0.0,9,0.118,-7.047,1,0.0297,99.978,4,0.405
23,3YYwrOdeMEvmHBWHJ0TmB6,Lorde,Swingin Party,0.92,0.337,222362,0.245,2.56e-05,10,0.119,-13.442,1,0.0384,107.472,4,0.107
24,3SVWx5xHN26hzjzrgQIqFT,Fjord,"Hey Hey, My My",0.552,0.53,243066,0.775,0.242,8,0.0856,-6.33,0,0.0347,135.943,4,0.193
25,0dz9cFDDSyj2VFqzXkzmx1,Owlle,She's Not There - (The Zombies cover),0.686,0.412,175626,0.494,0.00596,0,0.123,-9.187,1,0.0319,114.888,4,0.0372
26,4svjRFLes5Y31vfd8b8qet,"Flock of Dimes,Sylvan Esso",Don't Dream It's Over,0.0361,0.443,203498,0.637,0.00516,3,0.056,-7.479,1,0.0638,82.475,4,0.486
27,4cRPXadQRylHEWmQJ02fIc,"Roman GianArthur,Janelle Monáe",No Surprises (feat. Janelle Monáe),0.258,0.642,244173,0.675,0.335,5,0.11,-8.19,1,0.107,82.513,4,0.265
28,7FfEsloIP1kSFqkZL7922N,DENM,Hey Ya,0.872,0.451,224436,0.414,0.0,4,0.16,-6.717,0,0.0309,134.627,3,0.137
29,2WwzQJt4hG7YC6x16ZTYFM,Bastille,What Would You Do,0.382,0.581,183333,0.732,0.00254,0,0.385,-6.024,1,0.0417,89.994,4,0.36
30,5xkEkPxG9GkoxxcacT2cXW,Sara Rachele,Fade into You,0.11,0.404,348455,0.529,0.544,9,0.0779,-7.956,1,0.0279,139.73,3,0.131
31,495y8T4aLlEqQ5bbD6howh,Haley Reinhart,Dreams,0.0241,0.454,239621,0.568,5.21e-05,0,0.11,-6.066,1,0.0317,110.047,4,0.13
32,7FxWJX9m6V4d9lYZ5vogqW,SHAED,Starboy - Recorded at Spotify Studios NYC,0.0535,0.437,211173,0.799,1.55e-06,8,0.233,-6.535,1,0.353,94.04,4,0.388
33,5bVXmsElBv3xtPsoLJ1Mj0,Handsome Ghost,Brand New Colony,0.524,0.45,184000,0.658,2.8e-05,3,0.13,-7.877,1,0.0887,169.67,4,0.418
34,03WFAhoOVLmynaOBtZcyl7,Sarah Jarosz,The Tourist,0.781,0.341,292013,0.299,7.86e-05,4,0.104,-7.191,1,0.0284,82.486,3,0.125
35,5rdfzozvs2VdNXflcqfHSA,The Darcys,Ocean Eyes,0.714,0.396,200191,0.327,0.0,4,0.119,-6.366,0,0.0362,88.802,5,0.39
36,0tseO3zDOVKkUOUQSODF7U,My Bubba,Sexual Healing,0.934,0.648,174546,0.152,0.00104,5,0.0999,-11.507,1,0.0308,82.749,4,0.119
37,4XilcCA3EVodptsOzwcgfU,Like Swimming,Lean On,0.882,0.619,281351,0.284,1.67e-06,4,0.108,-11.372,0,0.0462,119.899,4,0.0834
38,2MxrQDEu6efhLEOWM2ckSU,Jasmine Thompson,Earned It,0.927,0.462,247363,0.198,0.0,9,0.112,-8.492,0,0.0335,123.993,3,0.201
39,5qX2ZJoLEyFCTAdaCqUo7s,Anya Marina,Whatever You Like - Single Version,0.535,0.663,228907,0.643,0.0,5,0.308,-4.383,1,0.0316,121.97,4,0.368
40,1K6bvVleOIMX5SEuXphEKu,Bella Ruse,Like Spinning Plates,0.865,0.308,173906,0.325,0.731,1,0.116,-8.041,1,0.0313,140.279,4,0.0541
41,3xorRM5zWG2woFjHgL5KO2,Jesse Daniel Smith,Flume,0.587,0.229,187271,0.508,0.00968,0,0.382,-6.891,1,0.0339,99.38,4,0.0934
42,4qQZRFqGcr5dM9GHDLEUJn,Sondre Lerche,Wrecking Ball,0.726,0.482,197280,0.302,2.07e-05,2,0.12,-8.836,0,0.0722,99.104,4,0.194
43,4uUN1aDIOmkpVfW0NP3Do5,Au Revoir Simone,Oh! You Pretty Things,0.613,0.48,257320,0.196,0.000736,6,0.0919,-12.383,1,0.0301,69.243,4,0.0784
44,0foJgbkqIYjC8WfEOMMw3i,The National Parks,Lover,0.434,0.673,163342,0.357,1.37e-05,7,0.313,-7.087,1,0.0288,107.984,3,0.547
45,2KSezpA4CZxv1RkQvA1jXE,Freedom Fry,1979,0.914,0.53,290518,0.259,0.00023,7,0.186,-13.277,1,0.0298,105.921,4,0.189
46,6Ae3iEZalzep9aDRbGGMHK,HAERTS,Everybody Here Wants You,0.363,0.421,257146,0.446,0.0,0,0.116,-6.469,1,0.0299,121.028,4,0.21
47,7MXlRIl901aXfJ2oSGn0E2,Chromatics,Into The Black,0.96,0.61,322994,0.385,0.442,9,0.0782,-8.764,0,0.0277,108.967,4,0.128
48,4DYdrgkSWVYzo9e5RMnUMV,Of Monsters and Men,Circles,0.199,0.631,223173,0.548,0.0,0,0.0796,-7.289,1,0.0303,115.023,4,0.133
49,09MdiypXlcb1kohV3cO03p,Sleeping At Last,I'm Gonna Be (500 Miles),0.951,0.413,212044,0.202,0.0,4,0.125,-14.05,1,0.0444,128.767,5,0.266
50,535qfjYWFpQBjvIpWNG1ZG,Molly Tuttle,"Sunflower, Vol. 6",0.471,0.579,235418,0.492,0.0187,11,0.103,-16.016,1,0.0383,137.766,4,0.459
51,0UfzWpf7YPMJ1jd2KJYRGD,"Feki,Glass House",Retrograde (Feki & Glasshouse Cover),0.758,0.578,219870,0.299,5.04e-05,7,0.0715,-8.658,0,0.0268,77.545,4,0.0623
52,3Vp1ShzJnzjtMbGucz0c16,You+Me,No Ordinary Love,0.971,0.579,249440,0.0952,0.0,11,0.137,-10.659,0,0.0364,125.733,4,0.175
53,7dP4k5nDDwI1qMDoz5m0f6,"Iron & Wine,Ben Bridwell",This Must Be The Place,0.499,0.634,212486,0.419,0.00438,0,0.124,-10.386,1,0.028,118.838,4,0.562
54,6TCrhl4UEM2yXZ4uaXa5OY,WesternBoy,Honesty,0.44,0.672,225944,0.576,2.39e-06,10,0.334,-5.525,1,0.0279,143.11,4,0.72
55,4C9rhLT37Gv6VMVtFCb7O1,Handsome Ghost,Harvest Moon,0.616,0.565,247879,0.361,9.24e-06,2,0.0929,-12.485,1,0.0295,117.967,4,0.138
56,3EZInu9E19z1PGRln6ijuT,Siv Jakobsen,Toxic,0.735,0.506,188176,0.266,3.74e-06,9,0.0787,-10.531,0,0.038,109.524,4,0.201
57,0C0bw3UZM525pEFU6hYfVH,"Jillette Johnson,OurVinyl",Champagne Supernova (OurVinyl Sessions),0.818,0.397,254640,0.161,2e-05,6,0.111,-13.916,1,0.0344,109.88,4,0.105
58,7bqirkzoUJHi16RBEcQiv9,Jake McMullen,Dancing on My Own,0.138,0.876,307026,0.564,0.521,0,0.102,-8.904,1,0.0365,110.962,4,0.741
59,2aDVymoLLpxVmITtdK0yiD,Lo-Fang,You're The One That I Want,0.644,0.448,204706,0.309,0.000368,11,0.237,-12.52,0,0.0404,119.775,4,0.149
60,1xhM41HO1R4okfIi4iKp8o,Sleeping At Last,Private Eyes,0.987,0.41,206426,0.17,0.0,5,0.115,-10.931,1,0.0408,142.432,3,0.288
61,7AvGswRZzCrH10NJrRtM8V,Benjamin Wallfisch Feat. Mirel Wagner,I Wanna Be Sedated,0.842,0.338,218070,0.112,0.000363,4,0.157,-17.972,1,0.04,82.868,4,0.31
62,5qeL0fWg4IDLZNUjVu53f2,"filous,LissA",Feel Good Inc.,0.212,0.779,236129,0.634,0.0634,3,0.11,-7.975,0,0.0607,124.047,4,0.576
63,3gkqjWvOpWpFQYX5AzqrY3,Cam,Palace - Cover,0.926,0.403,229496,0.0427,7.52e-05,6,0.0984,-11.177,0,0.0366,78.073,3,0.274
64,7sP6zSFF0uep8457Wg2yGL,S. Carey,Bullet Proof.. I Wish I Was,0.849,0.17,246573,0.192,0.794,7,0.168,-12.236,1,0.0333,92.022,5,0.039
65,0ASjmESaww4tLMSDBzTu3U,Mappe Of,Pleasure,0.721,0.349,255130,0.164,0.341,11,0.0839,-17.582,0,0.0382,114.824,3,0.0394
66,1FfoHjy7kr5IGtOjAKjeiv,Aubrie Sellers,Wicked Game,0.238,0.458,295654,0.44,0.624,2,0.123,-9.131,1,0.029,110.006,5,0.161
67,1EsAhylwglTqOzaRmTGHeE,Aaron Espe,Gone,0.838,0.289,196586,0.258,0.118,7,0.109,-15.045,1,0.0532,180.118,4,0.144
68,0sN0KsgEU0RxNsGJ0zOGor,AURORA,Half the World Away,0.948,0.61,198133,0.0967,5.45e-06,8,0.148,-14.728,1,0.0423,111.559,4,0.202
69,1sz0fuWEAcPkCfG5o7D9KP,Denmark + Winter,Every Breath You Take (Re:Imagined),0.337,0.586,222222,0.492,4.47e-05,0,0.112,-8.114,0,0.0252,108.006,4,0.0897
70,2CgxxJfitzgyaMv3kFm4l3,CAL,Whatever You Like,0.191,0.613,186461,0.402,0.0,11,0.165,-8.324,1,0.0404,129.83,4,0.598
71,5idADky7mHihopJGObd4hf,Lia Rose,Take on Me,0.714,0.454,208345,0.292,0.18,9,0.118,-16.486,1,0.0336,130.014,4,0.126
72,6EjU3Hev5VZZmpPjoyNZVX,Iron & Wine,What I Am - Recorded at Spotify Studios NYC,0.668,0.546,235579,0.299,0.108,5,0.111,-14.999,1,0.0386,115.465,4,0.79
73,55KGNC101dEVfdAGAzUIeq,Lucy Daydream,Electric Feel,0.426,0.664,222796,0.594,0.183,11,0.118,-9.969,1,0.0321,96.973,3,0.204
74,6gCe9izm7Z6gjm7NWQqcKL,Lauren O'Connell,Atlantic City,0.88,0.66,196046,0.256,0.0,0,0.0635,-10.244,1,0.0433,120.313,4,0.607
75,6WoJzSRQeROe5MNpf7cPDu,The Civil Wars,Dance Me to the End of Love (Bonus),0.856,0.472,185053,0.184,0.0,9,0.145,-11.182,0,0.029,110.081,4,0.285
76,7KqIH50NWpcqdZ2768gxiy,Robyn Sherwell,Landslide,0.947,0.459,170399,0.0567,4.17e-06,0,0.101,-16.347,1,0.043,86.1,4,0.144
77,5YQdjvqe9fCrrkbU6BPtjQ,Ryan Corn,White Flag,0.0682,0.553,211626,0.674,0.038,9,0.155,-6.511,0,0.0484,90.012,4,0.521
78,2KQlkzT8Gg1lFDU0y5TYeK,"Jacob Collier,dodie",Here Comes The Sun (feat. dodie),0.838,0.641,238360,0.398,0.000102,2,0.539,-12.237,1,0.054,145.043,4,0.461
79,7mbSj5ZNGRlC2M4Ql5RsXY,Moonrise Nation,Latch,0.754,0.461,207160,0.26,4.4e-06,8,0.128,-10.983,1,0.0409,116.422,4,0.149
80,0ps4B5abRYTq6BYeLnmb4j,Nataly Dawn,Unchained Melody,0.785,0.521,190400,0.355,0.00616,10,0.105,-8.564,1,0.0285,75.065,4,0.195
81,0p9iW5SZgKuxF2Tnodh316,Trousdale,Wouldn't It Be Nice,0.885,0.586,167125,0.269,0.0,7,0.0906,-7.672,1,0.0262,105.809,4,0.257
82,5511Aj0mYSejKP6fplsoRk,James TW,Torn - Bonus Track,0.303,0.599,196213,0.546,0.0,9,0.119,-6.459,1,0.159,95.141,4,0.411
83,0YZWUkELGlFigAxGLMnfj8,Molly Tuttle,Fake Empire,0.608,0.342,205049,0.442,0.206,8,0.192,-15.961,1,0.0375,93.126,3,0.384
84,2ETA67aCemVtQj2nS4TWaM,"Kenny Foster,Sarah Darling",Country Roads,0.916,0.437,193208,0.164,6.04e-05,2,0.137,-13.973,1,0.0322,77.863,4,0.176
85,7nghYGsh54yEir2qzPxqyk,Daniela Andrade,Bang Bang (My Baby Shot Me Down),0.962,0.414,153500,0.064,0.0,5,0.215,-12.321,1,0.0759,187.047,5,0.0374
86,1xk9SAyeOxzJ0o2f8QqNM9,Ember Island,Can't Feel My Face,0.837,0.347,152250,0.348,0.0132,9,0.229,-11.222,0,0.0298,103.376,4,0.14
87,32DRpZgrvQZddDkKF2DoTr,"Natalia Lafourcade,Leiva",Slowly,0.0918,0.643,336813,0.388,0.000135,0,0.114,-14.081,1,0.041,164.078,4,0.717
88,71RBgjynxm7jKDR4VnpYOl,Hannah Peel,Blue Monday,0.944,0.599,162500,0.219,3.44e-05,0,0.0676,-10.36,1,0.0366,119.347,4,0.485
89,0wDRNOFe1nzWFDQc5FoKk1,Tenille Townes,Hallelujah,0.861,0.349,229574,0.148,0.0,4,0.136,-9.731,0,0.0365,158.329,3,0.111
90,2Bg5AdWEDobr5xEHwLtCHn,Meiko,Crush,0.725,0.606,221125,0.163,1.2e-05,11,0.111,-21.772,0,0.0635,109.564,4,0.233
91,2PPxhYPi9vxR6UnmpUwY29,Gordi,00000 Million,0.935,0.579,200160,0.314,0.0,8,0.278,-10.431,1,0.5,126.154,4,0.12
92,1zJpJ3HPRtAYYNLWm5BJEf,James Bay,If I Ain’t Got You - James Bay Spotify Session 2015 Alicia Keys Cover,0.743,0.652,261120,0.18,4.04e-06,5,0.71,-9.735,0,0.111,115.218,3,0.328
93,6Y2c7nqkwa5n2vykfdwDIE,SRNO,Hotline Bling,0.504,0.769,175124,0.206,0.135,1,0.113,-14.301,1,0.107,122.076,4,0.123
94,2M605uHCPSyTuiWhplewX1,Fruit Bats,Today,0.205,0.428,255633,0.26,0.000403,4,0.11,-14.086,1,0.026,172.074,3,0.178
95,4RftloQV6tARnLrBuXKzMr,Ingrid Andress,Don't Start Now,0.576,0.568,191444,0.477,0.000456,11,0.141,-8.099,0,0.0361,116.941,4,0.227
96,1FaxioLjUIAGpuvkDIDQHF,L'Isle,Like a Virgin,0.583,0.725,207413,0.336,0.00275,5,0.125,-11.828,1,0.0542,96.961,4,0.25
97,6PtA1cWsvqeNF464t0USPx,Imaginary Future,Soul Meets Body,0.885,0.649,218581,0.206,0.0,9,0.123,-12.366,1,0.036,110.707,4,0.507
98,6AdxrIYy5CT1LLzLYAQOwy,Joy Oladokun,I Can't Make You Love Me - Spotify Singles,0.0802,0.594,196772,0.501,0.0242,0,0.125,-8.224,1,0.0325,75.007,4,0.551
99,26BQhYYkG1B8xxbVV423PY,Tom Boy,Young & Sad,0.701,0.693,182957,0.436,0.0,10,0.103,-7.808,1,0.0327,141.866,4,0.368
0,3B0gvjxlqRgY7stPPl3qoQ,Flora Martínez,Take My Breath Away,0.83,0.852,210545,0.225,4.97e-05,1,0.0996,-13.899,1,0.05,96.018,4,0.399
1,4CRjazq3qlqmWA70eRYT04,48th St. Collective,Beautiful Things,0.823,0.779,169000,0.375,9.71e-05,7,0.108,-12.535,0,0.072,140.069,4,0.341
2,73DfVvh6PynHy59NISUfsB,The Cooltrane Quartet,Sing It Back,0.669,0.693,168451,0.287,2.03e-06,0,0.138,-12.554,0,0.0453,125.088,4,0.368
3,5bFy4AS0cdJD2g3pJc0YSX,"Stella Starlight Trio,Natalie Renoir",Bad Habits,0.174,0.782,207000,0.359,0.0,9,0.226,-13.542,0,0.0447,114.951,4,0.363
4,3QQ8XjdUJrWZ9fSlypk6lN,"Groove Da Praia,Mayla Da Viola",Water - Bossa Nova Version,0.784,0.819,163750,0.283,0.124,3,0.189,-11.962,0,0.105,117.038,4,0.741
5,3XR1rkOcAJQmicJKfhFWEX,Michelle Simonal,I Just Wanna Stop,0.505,0.781,142800,0.552,0.000107,4,0.111,-8.82,1,0.0388,125.455,4,0.481
6,2oD3ivFZnfyciys07pNXoN,"The Cooltrane Quartet,Eve St. Jones",Never Gonna Give You Up,0.697,0.736,187969,0.417,0.00249,9,0.0967,-11.39,0,0.0324,101.969,4,0.399
7,3mo9t9GnRVdBcpbchq6L64,"Sarah Menescal,Groove Da Praia",Over My Shoulder,0.215,0.68,197215,0.569,0.0185,1,0.312,-10.72,0,0.0814,176.036,4,0.434
8,1i1hDWeiuyqWBUCEsiZ5Bo,"Sarah Menescal,Eve St. Jones",Break My Heart,0.616,0.832,145316,0.529,0.499,4,0.166,-8.308,0,0.0456,106.062,4,0.339
9,6auWMxgWWn4BYFyYwTq4ih,"Anakelly,Stereo Dub,Nova Bossa Ltd.",Last Friday Night (T.G.I.F.),0.399,0.894,210066,0.362,0.0989,1,0.0823,-11.633,0,0.0635,119.977,4,0.809
10,3n9UZ2YbDAmqYKt686sGGe,Ituana,Overprotected,0.435,0.732,208098,0.557,0.294,11,0.414,-12.188,0,0.0572,141.916,4,0.691
11,0sLk0SUGilBkdTTuVcRpF5,Sarah Menescal,Thank You - Bossa Nova Version,0.056,0.897,132896,0.521,0.506,0,0.107,-10.727,1,0.0428,118.047,4,0.644
12,4UGLycZ60fLbMrd6n9oi5Z,"Amazonics,Julie Benson",Heart of Glass,0.166,0.901,118500,0.423,0.000288,11,0.111,-12.388,0,0.072,110.007,4,0.375
13,0LNBiCjsVNgN5eXabvuZAI,Amazonics,Only Happy When It Rains,0.345,0.825,181540,0.359,0.778,4,0.0793,-12.652,0,0.0511,120.004,4,0.674
14,1pj03bsh7KkZgm2z6JcNDF,"Roger Beck,BossArt Ensemble",Flowers,0.81,0.642,175750,0.339,0.00197,6,0.0937,-10.906,0,0.0273,94.013,4,0.263
15,1i52jLhQVdxN3xyu7x5DYJ,James Farrelli,Toy Soldiers,0.583,0.688,171590,0.307,2.88e-05,4,0.285,-13.75,0,0.032,130.089,4,0.183
16,1MyKrE830Qjvev4muWsL0j,Michelle Simonal,"Baby, I Love Your Way - Bossa Nova Version",0.871,0.8,170000,0.28,0.0162,9,0.0982,-14.028,1,0.0389,117.831,4,0.409
17,2CFUPdzOocpUiiuA1IfEFV,Dinah York,Unwritten,0.79,0.795,166330,0.442,0.132,7,0.115,-9.356,0,0.0283,101.991,4,0.511
18,5IXUkS1MZfGEQ1QJlytLh6,"Beluga's Trio,Andy Stone","yes, and?",0.841,0.884,162646,0.42,0.242,2,0.102,-8.682,1,0.0521,119.013,4,0.482
19,4x3nvARpbulEKyePztwR1t,Lifuki,Walk on the Wild Side,0.0708,0.683,195815,0.494,0.334,0,0.138,-11.221,1,0.0518,159.975,4,0.693
20,0PG3WyR6qHL7UZTr2HYTzY,Dual Sessions,Let Her Go,0.369,0.77,223611,0.558,0.0256,11,0.134,-10.741,1,0.0339,140.034,4,0.735
21,4fNvFjiA3BWbUgTbENtSiQ,Beluga's Trio,Physical,0.278,0.691,148052,0.457,0.0066,0,0.211,-9.906,1,0.076,76.051,4,0.524
22,3rzMh3yRuC9OuAU3IepUkQ,Sarah Menescal,Always on My Mind,0.449,0.771,195759,0.442,0.276,6,0.0867,-9.88,0,0.0665,157.912,4,0.67
23,59cT7sLcDp4hb7yAyRXK9T,"Michelle Simonal,Nova Bossa Ltd.",Don't Be Cruel,0.415,0.913,171126,0.389,0.0128,6,0.113,-9.183,1,0.0555,116.001,4,0.382
24,2vJgNVVy0hPs3BEZFaHcOB,Lizette,Self Control,0.111,0.833,196250,0.458,1.86e-05,4,0.327,-10.269,0,0.0376,102.002,4,0.693
25,1ruHPGW0R95DyoleHKMtl4,"Amazonics,Brazil XXI",Murder On The Dancefloor,0.41,0.813,169877,0.608,0.000389,1,0.11,-8.263,0,0.0457,106.991,4,0.407
26,2B0xND8Y5274NEEF5hZtPQ,"Eve St. Jones,Blue System,Ronan",Words - Blue System Remix,0.234,0.823,151071,0.516,0.525,0,0.116,-7.989,1,0.0346,111.995,4,0.5
27,7gshuLBhsLUkbCY0pSDMJW,"Apollinare Rossi,Ronan",I Was Made for Lovin' You - Ronan Remix,0.166,0.772,163738,0.502,0.00033,2,0.126,-6.965,0,0.0337,106.992,4,0.365
28,2ettuUPLpFoR6OT1uMTi7h,Luca Giacco,How Many Lies?,0.22,0.724,200250,0.448,0.274,2,0.109,-14.383,1,0.0815,170.022,4,0.673
29,6E4Y6Lh9tGWezuWf2XzBwq,Karen Souza,Get Lucky,0.758,0.498,198000,0.468,3.99e-05,6,0.111,-10.297,0,0.038,84.576,4,0.416
30,4HW4vRvT9UfOrwrjsmXYam,"Spanish Flow,Freedom Dub,Pastora Andrades",Back to Black,0.268,0.711,168316,0.512,0.883,5,0.0814,-11.66,0,0.0852,160.073,4,0.684
31,5zbloXRvdATx11u9v2LTbe,Nenei,One Kiss,0.0608,0.82,198008,0.316,0.0,3,0.118,-11.847,1,0.154,94.985,4,0.263
32,3ywQfd47HTyX92b1oQ1pUa,Ituana,Cool,0.671,0.702,130932,0.453,7.78e-05,3,0.15,-11.022,0,0.127,95.831,4,0.632
