,id,Artist(s),Title,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,BMP,Time_Signature,Valence
33,3E7opp3zWp1lm0Y0vHWDxb,Sarah Menescal,Cryin',0.148,0.847,199046,0.398,0.000323,9,0.104,-12.355,1,0.0317,120.02,4,0.606
34,2FYlBDDlTSgE6ohkiw4vy2,"Groovy Waters,Luca Giacco",These Dreams,0.302,0.803,215000,0.494,0.303,8,0.11,-10.951,0,0.0396,114.999,4,0.661
35,17FxD2Du8Qczo58jpIwUXb,Ituana,A Kind of Magic - Miracle Mix,0.522,0.72,192923,0.5,0.000512,2,0.344,-10.191,1,0.0413,129.958,4,0.539
36,4cb5w1y8zVOm4yi90DaLB8,"Urban Love,Luca Giacco",If You Ever Want My Love Again,0.407,0.914,187500,0.586,0.041,11,0.107,-9.978,0,0.0385,110.006,4,0.96
37,402P5nfAk5LL2rmsrh5QAS,"Amazonics,Apollinare Rossi,Julie Benson",Portuguese Love,0.177,0.842,194250,0.424,0.0015,2,0.11,-12.529,1,0.0423,126.016,4,0.632
38,1AjhlpDCa0sH55RgDm2rRh,"George White Group,Apollinare Rossi",Superstition,0.473,0.74,209250,0.368,0.0058,4,0.209,-15.358,0,0.0549,80.026,3,0.331
39,6AKVTdAxFTMkw0HZwnl6XK,The Cooltrane Quartet,WILDFLOWER,0.485,0.671,205295,0.429,0.0397,6,0.108,-12.337,0,0.0464,143.945,4,0.388
40,7xMFJgyuPLaTxhzbNN9ncm,Michelle Simonal,New Rules,0.341,0.747,173848,0.502,0.00889,1,0.105,-10.924,0,0.0412,96.003,4,0.528
41,33QKYJVDxw61uKYhVESezl,Lizette,i like the way you kiss me,0.0538,0.836,171500,0.536,0.0,8,0.11,-11.183,0,0.0322,139.955,4,0.767
42,7hEv0IV78CEtZ0IbwGN9ie,"James Farrelli,Shelly Sony",Sunshine Reggae,0.391,0.891,136893,0.326,0.137,8,0.0995,-13.773,1,0.0572,137.063,4,0.631
43,6AWSoNOx2GMygIR9S6OuD5,"Amazonics,Michelle Simonal",Cry for Help,0.507,0.87,176000,0.423,0.0205,1,0.136,-11.035,1,0.0383,105.997,4,0.62
44,7HDOeq4Pm2mOayUVFdKaqD,The Cooltrane Quartet,The Lady in Red,0.435,0.793,227013,0.452,0.288,6,0.138,-12.024,0,0.0302,134.974,4,0.807
45,4u2b3QdJ6FkyaaTK0TrRQR,Karen Souza,Every Breath You Take,0.392,0.774,167653,0.422,0.0,0,0.202,-9.942,1,0.0324,119.997,4,0.457
46,5JagoCyaJWBriQfGdhTAVs,Sarah Menescal,Stand by Me,0.839,0.789,186425,0.355,0.428,10,0.0995,-10.381,1,0.0484,109.991,4,0.51
47,1VYvWpbuOfXKSm4jpuJblj,George White Group,I Love You,0.198,0.591,188446,0.549,0.00148,0,0.0925,-12.11,1,0.038,159.95,4,0.507
48,5rnAlOCVFg2S9xlFxejfXD,Nenei,Dangerous Woman,0.109,0.641,221000,0.624,6.73e-05,6,0.116,-10.116,1,0.0552,171.925,4,0.589
49,5BxPC0hfPuUEq2vruFZLFh,Sarah Menescal,Don't Speak,0.895,0.716,249173,0.288,0.0,9,0.126,-13.142,0,0.0316,130.122,4,0.58
50,4hnucYZP1gngUdkjM2sxrF,"The Cooltrane Quartet,Nenei",What a Difference a Day Makes,0.668,0.743,205000,0.399,0.000256,0,0.0942,-11.324,1,0.0653,88.024,4,0.307
51,0wtSOxnaPIv9i4aC7Vt6eO,"Groovy Waters,Scubba",Lazy,0.344,0.83,162250,0.621,0.124,5,0.137,-9.481,0,0.0318,126.036,4,0.795
52,4wQ29rogBxh643UZhKIENw,"Os Alquimistas,Luca Giacco,Anakelly",I've Been Losing You,0.355,0.897,192000,0.328,0.00119,9,0.0914,-14.341,0,0.0466,113.987,4,0.888
53,5TIOvTjDDejF4siWjay83G,Ituana,Suspicious Minds,0.115,0.749,181707,0.483,0.0239,9,0.0759,-11.075,1,0.0459,116.028,4,0.514
54,40P6KhmSwI3d5UpsFOGOTK,Nenei,Cherry,0.0182,0.504,146928,0.608,0.00196,9,0.175,-11.352,1,0.0598,91.334,4,0.153
55,4Ak9z5EEH4PRPw2IPoIM4T,Shelly Sony,Show Me Love,0.793,0.802,145750,0.384,0.0318,7,0.117,-13.659,0,0.0411,98.04,4,0.515
56,40wgKEnwsWeZbCq5flYt4k,United Rhythms Of Brazil,Gold,0.598,0.627,170750,0.354,0.0282,8,0.108,-10.048,1,0.189,131.996,4,0.502
57,36yZcEBifWqWVbWWHL5XfS,"Corcovado Frequency,Deise Costa",Anti-Hero,0.389,0.802,198373,0.368,0.00866,8,0.106,-12.073,1,0.114,87.277,4,0.361
58,5K14nzTk5slA3K90SKmw9q,"Freedom Dub,Nikko Mad",Dakota - Nikko Mad Remix,0.04,0.888,190906,0.745,0.00596,0,0.119,-9.144,1,0.075,122.023,4,0.528
59,4xBEK0sYzNXrZqc1li0YZ8,Ituana,Numb - Remix,0.0188,0.815,160000,0.514,0.3,11,0.0863,-7.677,0,0.0427,114.005,4,0.556
60,6ZkytfMRYWE6U0AJc2hDim,"Anakelly,Leo Portela",Love Never Felt So Good - Leo Portela Remix,0.224,0.898,170357,0.449,0.0183,7,0.0995,-10.899,0,0.0403,112.011,4,0.21
61,2F9UYOUH86we7KGX1gQ00w,48th St. Collective,Sure Know Something,0.209,0.913,185375,0.516,0.205,4,0.103,-10.645,0,0.046,120.009,4,0.788
62,3EOTfzeN3ZWooDL5i4CX3d,Sarah Menescal,Adventure of a Lifetime,0.743,0.689,235500,0.496,2.42e-05,0,0.0943,-13.632,1,0.0433,92.5,4,0.14
63,0aChcSAAQqNjoV4dl0hw4r,"Nenei,Stella Starlight Trio",Feeling Good,0.0283,0.554,178264,0.412,0.0,5,0.377,-12.641,0,0.0778,78.25,4,0.395
64,2NCLpp3XqZXNteWgyyk9AO,"Freedom Dub,Luca Giacco",I'm Not in Love,0.0841,0.744,235000,0.681,0.00346,9,0.0794,-6.322,1,0.0325,143.963,4,0.782
65,4bKXnz3kB9zMjeCKpIUz2V,Pinky Dread,Isn't She Lovely,0.493,0.576,139000,0.373,1.42e-06,5,0.167,-11.054,1,0.0518,118.406,4,0.372
66,4dl4xwL2tU43hQkLlmBkQ2,"Spanish Flow,Pastora Andrades",What a Wonderful World,0.218,0.773,130328,0.382,0.864,7,0.116,-12.016,1,0.0735,99.996,3,0.411
67,2zP4ttOChI6NJYfgN44NdT,Amazonics,Hello,0.497,0.756,270644,0.55,0.0389,3,0.364,-9.584,0,0.0331,141.004,4,0.538
68,4eL248j2YxsdomVlARvxIw,Von Mondo,Classic,0.228,0.816,146500,0.289,5.99e-05,11,0.183,-12.089,0,0.0503,99.99,4,0.63
69,4QOLevXnfPI0W0fQciWUGq,Von Mondo,Limbo,0.602,0.904,161449,0.521,0.293,4,0.0965,-11.696,0,0.0391,110.005,4,0.725
70,5e7Tc0Y4l78phWVGA2u7v3,Groovy Waters,"Girl, You'll Be a Woman Soon",0.076,0.776,186625,0.435,0.0123,9,0.105,-13.473,1,0.032,110.022,4,0.642
71,1KCwVlplqFu1GzUmY4sBAi,"The Cooltrane Quartet,Nenei",Don't You Worry ’bout a Thing,0.233,0.77,208500,0.497,2.96e-06,6,0.101,-9.034,1,0.024,104.968,4,0.452
72,2HtLMRCrLhWAHwyQLMmR88,"Groove Da Praia,Urselle",Digging Your Scene,0.575,0.661,175967,0.465,0.141,0,0.282,-11.009,1,0.0721,171.984,4,0.466
73,4Vor8YELTcUw7lBtsnQX2s,Ituana,It's My Life,0.432,0.507,204144,0.369,0.00429,5,0.107,-9.963,0,0.0444,120.022,4,0.376
74,7MskN2v3epm2MCxGxfD10G,Ituana,Tape Loop,0.0958,0.719,191500,0.68,0.642,11,0.078,-13.544,1,0.0566,92.969,4,0.795
75,1waygSn0gHDRqvPjcm5oje,Sarah Menescal,Company,0.533,0.739,179736,0.664,0.395,11,0.119,-11.927,0,0.0506,81.03,4,0.879
76,0UoCwRgyTt51RhMlK06rVt,Spanish Flow,Let It Be,0.0482,0.763,98750,0.711,0.813,7,0.0991,-9.398,1,0.046,95.968,4,0.329
77,4XZF1Obq22VonF9AP8rLTB,"Spanish Flow,Pastora Andrades",Imagine,0.0921,0.725,123157,0.585,0.862,2,0.108,-11.342,1,0.0478,95.017,4,0.338
78,4gFaLsaEv2MgDbP3QzP3Rw,"Ituana,Sao Vicente,Spanish Flow",Valerie - Spanish Flow Mix,0.0716,0.813,187734,0.552,0.0998,8,0.0947,-11.685,1,0.0957,100.036,4,0.494
79,3vL0JS4JvKI8MjcmhtbqGI,Luca Giacco,The Captain of Her Heart,0.28,0.913,206000,0.59,0.557,1,0.147,-12.765,1,0.0566,106.062,4,0.408
80,7zzLFsWaWsPOfqoac4VqPZ,"Groove Da Praia,Anakelly",The Rhythm of the Night,0.236,0.945,152241,0.54,0.00963,11,0.104,-11.076,0,0.0484,119.973,4,0.671
81,1spyzqfIChQrbZqSqD6u2V,Michelle Simonal,Hurts to Be in Love,0.429,0.887,157250,0.348,0.00795,4,0.0847,-14.991,0,0.047,114.036,4,0.71
82,6RXoJlA32eHVLBIIoQVZBN,"Cassandra Beck,Beluga's Trio",Burning Love,0.578,0.879,170820,0.466,0.000454,7,0.38,-9.117,1,0.0713,133.974,4,0.586
83,4oqZa7svmu147Csnyq6XGe,"Amazonics,Michelle Simonal",Behind Blue Eyes,0.516,0.847,243818,0.348,0.542,4,0.141,-13.851,0,0.0466,110.001,4,0.59
84,2ITbtDsFcagEc5mLkKovQV,Sarah Menescal,Like a Prayer,0.508,0.812,218421,0.474,0.00324,0,0.522,-9.7,0,0.0438,114.038,4,0.335
85,1iPTNmq4TrNxtCf9pQAU2o,Cassandra Beck,Be the One,0.576,0.743,126958,0.528,0.235,7,0.206,-9.614,1,0.056,96.015,4,0.207
86,7odoFGdUnYxXhcQSO2dLaN,"Banda Do Sul,Luca Giacco",I Cannot Believe It's True,0.624,0.908,211000,0.362,0.62,7,0.112,-14.26,1,0.0468,110.03,4,0.602
87,2odqzHVvxzwHNmyDp2POKa,"Jamie Lancaster,Michelle Simonal",Endless Love,0.566,0.772,173043,0.422,0.000874,7,0.129,-13.698,1,0.0349,132.053,4,0.878
88,1uS79ShMjeJJkC25Y0tXtx,"Celso Mendes,Dinah York",pov,0.64,0.757,191566,0.325,0.00292,6,0.191,-15.087,0,0.0702,115.772,4,0.501
89,6c1XfCAHzti4KI0CpUHXcp,"Spanish Flow,Michelle Simonal",You Can't Always Get What You Want,0.06,0.724,124746,0.461,0.458,2,0.103,-11.24,1,0.0412,158.037,4,0.501
90,4VIYTieBvN8PvCAqnyLj6Y,"Shirley Adamson,George White Group",My Future,0.824,0.59,152533,0.361,0.0,2,0.111,-11.619,1,0.0244,96.046,4,0.384
91,1QZ0trnp5lBt5rEvGX1kNk,"Natalie Renoir,Stella Starlight Trio",Sacrifice,0.266,0.692,150672,0.449,2.4e-05,7,0.187,-11.147,1,0.233,176.016,4,0.57
92,2HEuLuS9y56R6arvYm5xF6,Apollinare Rossi,What's Love Got to Do with It,0.237,0.753,212000,0.347,0.00014,1,0.103,-13.645,1,0.0478,81.996,4,0.425
93,3aCaGAEFDlLHvbDIT4VmEe,"Jazzystics,Urselle",Everybody Wants to Rule the World,0.807,0.633,234246,0.0866,3.84e-06,9,0.0998,-17.323,0,0.0315,81.992,4,0.256
94,7GNzr502OgyJ038gEZogDX,Brazil XXI,Honesty,0.728,0.82,184750,0.255,0.000166,7,0.132,-13.535,0,0.0375,123.963,4,0.345
95,42kAGpoyeawbqYhgcrnlpj,"United Rhythms Of Brazil,Lizette",We Built This City,0.0201,0.871,171000,0.357,3.31e-06,5,0.0947,-12.197,1,0.052,110.064,4,0.307
96,16FUfRUiNf4bXmYFYvH7bg,Eve St. Jones,Space Cowboy,0.769,0.751,205026,0.352,0.00532,0,0.123,-13.731,1,0.0307,100.017,4,0.452
97,5QU6DL9fRllFfXlS0n5Tb1,"Nenei,Stella Starlight Trio",Don't Start Now,0.572,0.785,200000,0.325,2.63e-05,0,0.11,-12.766,0,0.0307,104.975,4,0.354
98,1S5oR1bjwjZQPn6ZfuKDt4,"Anakelly,Celso Mendes",Prodigal Blues,0.826,0.83,153500,0.396,0.0112,7,0.104,-11.911,1,0.0347,109.994,4,0.477
99,3Tuvch77TwNYAOkRCensnZ,"Karen Souza,Ronan",Everything's Not Lost - Ronan Remix,0.376,0.716,160941,0.639,0.272,1,0.103,-7.765,0,0.0391,170.051,4,0.66
100,5ncBfaUmarog3U2sKCqCmY,Nova Bossa Ltd.,IDGAF - Bossa Nova Version,0.0563,0.723,171250,0.619,0.0,1,0.214,-9.619,0,0.0929,93.98,4,0.579
101,2GgWIDmkc58DM0J22HwnVS,"Nova Bossa Ltd.,Lizette",99 Red Balloons,0.344,0.769,206750,0.351,0.00224,0,0.161,-11.052,1,0.044,119.959,4,0.407
102,1uhYE07Z9YPTb8zB46MMsa,"Groove Da Praia,Brazil XXI",Deja Vu,0.144,0.871,183834,0.4,3.2e-05,0,0.374,-12.769,1,0.0479,124.062,4,0.468
103,48QGqxZ0FeY6O2QhzQmUnw,Lizette,Mary's Prayer,0.447,0.672,194000,0.289,0.0195,0,0.11,-14.503,1,0.0519,67.696,4,0.25
104,3DYYx3H3kVuNV91U0gxYIK,Stella Starlight Trio,Don't Let Me Down,0.584,0.732,230471,0.234,3.88e-05,8,0.278,-14.055,0,0.0314,97.953,4,0.528
105,1JgMcdvUxZ0G72nQXhEJQN,Shelly Sony,Levitating,0.716,0.703,128470,0.399,0.000149,7,0.164,-10.013,1,0.222,169.988,4,0.798
106,0yOpThGjb4BW8fV0lBxRRa,Dinah Eastwood,Every Rose Has Its Thorn,0.711,0.84,269875,0.418,0.0531,6,0.108,-13.931,1,0.0673,130.024,4,0.449
107,7rkUCu2iSuNwoyMIDRQA0T,"Nenei,Groove Da Praia",I'm Not Here to Make Friends,0.491,0.719,191750,0.518,9.95e-05,8,0.175,-9.992,0,0.0716,85.05,4,0.709
108,1OvtgtEZpuFY3hIENVKzVo,"Pinky Dread,Lila Frascara",Ain't No Sunshine,0.0319,0.661,185641,0.651,0.000497,1,0.171,-8.343,0,0.0319,154.053,4,0.803
109,3TUBbPiTUTQ4bD5WHdixUx,Jamaican Reggae Cuts,Wicked Game,0.669,0.72,212835,0.612,0.581,9,0.423,-7.721,1,0.0256,100.046,4,0.601
110,375ydLI5wNuXd2llR9r6hb,"Jamaican Reggae Cuts,Luca Giacco",Right Between the Eyes,0.754,0.82,172633,0.416,0.0022,9,0.108,-8.752,1,0.0645,97.029,4,0.621
111,4Eq6Cxym6d0qXQ2uPXpcq5,Pinky Dread,Wind Of Change,0.558,0.567,170946,0.665,4.25e-05,4,0.0926,-8.141,0,0.102,165.766,4,0.583
112,0lEsQGoR01bHWNWH9VO2Fw,Luca Giacco,Save Your Tears,0.0328,0.801,172000,0.574,2.72e-06,7,0.178,-9.091,1,0.0353,127.996,4,0.728
113,325vLO3EtvYrhVnw7MY2FS,Sublime Reggae Kings,Stairway to Heaven,0.224,0.645,237840,0.662,0.00921,9,0.0911,-9.143,0,0.0415,165.991,4,0.596
114,1aFXqa4vb45N9M3XM9S2XB,"Pinky Dread,Vintage Reggae Soundsystem",Ironic,0.0147,0.697,212500,0.385,0.0,7,0.0967,-11.633,1,0.0368,169.943,4,0.392
115,6eKPKs6GMHZp0hZVWrp5nM,"Sublime Reggae Kings,Luca Giacco",I Want to Know What Love Is,0.286,0.724,208000,0.409,3.51e-05,10,0.121,-10.847,1,0.0449,80.004,4,0.79
116,1POcUhFWVhV07VOkKP9yxx,"Natty Bong,Max Dubster",Do Ya Think I'm Sexy,0.076,0.788,209379,0.663,9.16e-06,0,0.0475,-8.116,0,0.0293,122.006,4,0.663
117,4jpDV9N0kEtQ4D8nszY595,Shelly Sony,Man Down,0.485,0.69,273309,0.528,0.00121,0,0.0834,-9.989,0,0.0455,156.049,4,0.932
118,4X9MumWkSlE9ilxl5h8p40,Pinky Dread,Sorry Seems to Be the Hardest Word,0.243,0.767,211031,0.484,4.27e-05,7,0.115,-7.756,0,0.0357,136.026,4,0.664
119,13UzU3WM4SEnfl8z3r8Llm,Vintage Reggae Soundsystem,Dust in the Wind - Reggae Version,0.0498,0.641,176250,0.755,0.163,5,0.193,-7.309,1,0.0426,170.075,4,0.7
120,5FgWWc7H9K99sxpHB8gxpi,Sublime Reggae Kings,Knockin' on Heaven's Door,0.0463,0.737,163067,0.543,0.00483,7,0.165,-9.876,1,0.04,150.004,4,0.917
121,3HL5Oql9o6IaVXnKJwlf4M,Pinky Dread,You Get What You Give,0.185,0.9,189956,0.52,0.0935,7,0.106,-8.696,1,0.0402,115.946,4,0.665
122,1KpmJ0qMfQb96BqjJQwIap,"Amazonics,Astrovoid",Lovin' You - Astrovoid Remix,0.289,0.77,178390,0.432,0.276,6,0.15,-11.111,0,0.0309,116.008,3,0.768
123,2gCEsaKvuL8FrVcBzimC7P,"General Soundbwoy,Urban Love,Nikko Mad",Be Easy - Nikko Mad Mix,0.241,0.849,126303,0.386,0.212,8,0.097,-10.711,1,0.0632,117.008,4,0.656
124,4rgA4ZZsWJQggzwxnuksIz,Natty Bong,No Rain,0.0267,0.828,235046,0.56,0.00195,9,0.0466,-5.758,1,0.0307,120.048,4,0.624
125,0HTlWdPi8O7UDz3uwx6wi2,"Scubba,Ivette Moraes,Ronan",The Sweetest Taboo - Remix,0.0345,0.688,188400,0.598,0.0426,8,0.138,-8.621,1,0.0373,99.975,4,0.588
126,0QNbhggK2GbhOfmj7KQBPg,"Anakelly,Ronan",Speed of Sound - Ronan Remix,0.0191,0.74,205327,0.811,0.475,0,0.264,-6.776,0,0.0306,122.012,4,0.742
127,74Psg0xeytTgB2gHtM4V1o,"Dinah Eastwood,Bellestar",Your Love - Bellestar Remix,0.278,0.914,164810,0.384,0.793,9,0.108,-9.891,0,0.0449,123.995,4,0.759
128,2zN2GGrNOv7je3o5sbqsmO,"Urselle,Dalbani",Lovefool - Dalbani Remix,0.0183,0.716,187721,0.557,0.769,5,0.221,-8.491,0,0.0391,117.994,4,0.494
129,7MG7CEvfoD3N2dLPeBgPzM,"Trippynova,Natalie Renoir",Magic,0.00281,0.796,234152,0.521,0.518,0,0.0856,-8.096,1,0.0435,118.013,3,0.831
130,37ELOJ1m3ql1ssiiJvGqic,"Urban Love,Nikko Mad",Run,0.117,0.894,151475,0.592,0.0179,9,0.0893,-5.701,0,0.0611,121.986,4,0.728
131,4OCA4FhK8IHGrQ3ZBbnYiP,"Banda Do Sul,Krister",Big in Japan - Krister Remix,0.0094,0.803,245742,0.486,0.792,2,0.149,-9.341,0,0.0307,120.002,4,0.688
132,5l5kZBPZCo8njkwSWPwQFj,"Eve St. Jones,No.oN",Dreams - No.On Remix,0.164,0.809,199587,0.642,0.224,0,0.141,-9.305,1,0.0621,123.013,4,0.67
133,778pno4e1Qgd0TigLAEthp,"Anakelly,Ronan",Trouble - Ronan Remix,0.155,0.77,168780,0.774,0.455,11,0.121,-7.308,0,0.0333,123.027,4,0.72
134,0gMA1ODS1u8jqHuMspJbAz,"Stereo Dub,Karen Souza,Ronan",Who Can It Be Now? - Ronan Remix,0.0938,0.805,163826,0.58,0.297,9,0.124,-9.703,1,0.0331,115.041,4,0.735
135,7oGMrh7oyZjpOKQ3XQy1wn,"Eve St. Jones,Lost Coconut",Say Say Say - Lost Coconut Remix,0.0725,0.722,190526,0.584,3.02e-05,10,0.236,-9.589,0,0.0417,114.022,4,0.469
136,4hIEEPYExTYTr3Ow3sZF0G,"Stereo Dub,Asonne,Nikko Mad",We Don't Talk Anymore - Nikko Mad Remix,0.445,0.653,177931,0.473,0.0,3,0.112,-10.054,1,0.303,116.112,4,0.311
137,0B7cfiWPAnwd7IVi1A1qDv,"Ituana,Ronan",Learn To Fly - Ronan Remix,0.164,0.742,142622,0.665,0.484,4,0.165,-7.942,1,0.0315,122.016,4,0.869
138,0K7rNlTUvPkA40eju6eE3y,Cupido,I Don't Wanna Wait,0.269,0.761,172166,0.564,0.0,7,0.186,-8.648,1,0.0302,115.003,4,0.507
139,5hqzT8JtqdXFnk2EiGv5P0,"Olivia Wayne,Javier Penna",About Damn Time,0.00472,0.846,152295,0.637,3.46e-05,3,0.0686,-7.694,0,0.0474,114.992,4,0.517
140,3QEvcsamCcsxu72Wh0VoHL,"Style Project,Nikko Mad",Don't Look Back in Anger - Nikko Mad Remix,0.825,0.939,197218,0.69,0.000277,8,0.165,-8.639,0,0.113,122.015,4,0.827
141,5ngIXy26kT4sY3ILXuHcgL,"Dual Sessions,Krister",Radioactive - Krister Remix,0.0014,0.712,228991,0.646,0.148,9,0.0902,-11.619,1,0.0354,124.0,3,0.41
142,40SI893useZh7kNd2OdXyW,"Blue System,Dataset",Sultans Of Swing - Dataset Remix,0.111,0.89,140000,0.471,0.208,10,0.16,-8.622,0,0.039,120.026,4,0.816
143,4hizZa9dGxFoWxwq99ZvrJ,"Nikki Ocean,Ronan",God Put A Smile Upon Your Face - Ronan Remix,0.145,0.736,173760,0.648,0.297,5,0.131,-7.94,0,0.037,125.029,4,0.674
144,7bHGlhtwAMSuaMyXn2GqII,"No.oN,Nikko Mad,Krister",What a Wonderful World - Krister Remix,0.545,0.808,95023,0.457,0.213,9,0.391,-11.727,1,0.291,121.973,4,0.559
145,0VQuNJqghamXoXE9MUtayQ,"DJ Leao,Olivia Wayne",Kill Bill,0.0518,0.758,138200,0.765,0.0,8,0.249,-8.566,1,0.0351,108.016,4,0.57
146,2vRmIerfAgnsJeXm77MSuO,"Urban Love,Bellestar",Love is in the Air - Bellestar Remix,0.0746,0.734,193250,0.417,0.732,11,0.087,-12.162,0,0.0696,117.964,4,0.784
147,3pjt0qN2hV0uCy5NLSMYjz,"Natalie Renoir,Stereo Dub,Brazil XXI",Can't Take My Eyes off You,0.203,0.691,175613,0.444,0.683,0,0.115,-8.641,1,0.0441,112.053,4,0.376
148,4dfuoV8vanxVlY7AnIUFa6,"Style Project,G-Spliff",What Is Love - G-Spliff Remix,0.00735,0.724,132763,0.796,0.534,6,0.103,-7.704,0,0.0312,113.989,4,0.324
149,4skHdxpVtqYXf75Ef6x65L,"James Farrelli,Sarah Menescal,DJ Style",Eye in the Sky - DJ Style Remix,0.0229,0.733,210437,0.577,0.345,11,0.282,-9.487,0,0.0286,117.011,4,0.437
150,6nJFd7o25QSjV14rIFIMND,Cupido,Sweet Dreams,0.0191,0.726,188869,0.429,9.85e-06,10,0.124,-9.631,1,0.0314,115.07,4,0.195
151,7CPUqolzjRHXKqOVjg5ikP,"Style Project,Ronan",Need You Now - Ronan Remix,0.224,0.813,154655,0.559,0.19,1,0.0974,-8.764,0,0.0423,116.012,4,0.587
152,2elwuVGPrE6EDLgiiNJR6R,"Eve St. Jones,Ronan",Just an Illusion - Ronan Remix,0.443,0.725,175578,0.673,0.00247,6,0.0996,-6.165,0,0.042,95.017,4,0.597
153,0uoOxUiLcRsU8ZVsQtP9IC,"Bellestar,Sixth Finger",West End Girls,0.0493,0.855,179500,0.482,0.121,4,0.18,-10.242,0,0.163,111.979,4,0.401
154,3o7CXtaxiXnrlNUfEJwm4H,"Ladies On Mars,Asonne",Espresso,0.173,0.927,124517,0.656,0.0,4,0.109,-4.057,0,0.0414,109.974,4,0.965
155,54Jg0PL6btirwsSaH3YTJv,"Os Digitalistas,DJ Style",Don't Cha - DJ Style Mix,0.307,0.874,183647,0.627,0.000339,0,0.0746,-10.077,1,0.0711,117.047,4,0.254
156,1x7NAvqHgCvhV549ls0FTE,"Thierry Von Der Warth,Horizon Blue,Carston",Sunset Lovers,0.0234,0.806,176000,0.741,3.73e-05,1,0.0746,-6.362,0,0.0471,119.971,4,0.563
157,34EYNFBkwkBk0Q9o6L3E2h,"Sarah Menescal,Bellestar",Thank You,0.0772,0.744,153559,0.62,0.486,9,0.166,-10.57,0,0.0632,118.04,4,0.232
158,63qlXLidhj96q2tc08Es3S,Shelly Sony,Passionfruit,0.208,0.885,156781,0.612,0.716,7,0.0932,-4.926,1,0.0713,111.97,4,0.349
159,01PbyRit2PM1eXZYBMc0iE,"Urban Love,Dew,Ronan",Tiny Dancer - Ronan Remix - Radio Edit,0.0896,0.67,243999,0.446,0.471,0,0.0999,-11.353,1,0.0401,89.973,4,0.571
160,1HIj1pIcx7lLPojZwl621A,"Bellestar,Klub Rider,Glambeats Corp.",How Deep is Your Love,0.0134,0.766,218285,0.508,0.199,5,0.105,-10.887,0,0.0313,104.994,4,0.565
161,1u6WRz27CF92Q939iemrEc,Cupido,Beautiful Things,0.0896,0.7,218947,0.501,0.0,10,0.113,-9.925,1,0.0545,114.077,4,0.295
162,6iz26Mu9QuUBTMigT1ews0,"Michelle Simonal,Von Mondo",Sad Eyes,0.361,0.853,152750,0.426,0.457,11,0.114,-11.43,0,0.0452,109.968,4,0.565
